,Winery,Year,Wine ID,Wine,Rating,num_review,price,Country,Region
869,Coma d'En Bonet,2022,1902638,Dardell Tinto 2022,3.5,678,7.05,España,Terra Alta
870,Finca Antigua,2018,13940,Petit Verdot 2018,3.9,74,7.05,España,La Mancha
871,R. Raventós,2021,5795233,L'Ànec Mut Negre 2021,3.6,292,7.07,España,Penedès
872,Pere Guardiola,2019,1198590,Floresta Criança 2019,3.5,379,7.08,España,Empordà
873,Volver,2022,1170617,Paso a Paso Tempranillo 2022,3.8,40,7.08,España,Castilla
874,Corcovo - Megía e Hijos,2022,3973851,Tempranillo Roble 2022,3.9,240,7.08,España,Valdepeñas
875,Leyenda del Páramo,2021,5167449,El Rescatado Tinto 2021,3.0,40,7.1,España,Tierra de León
876,Bodegas Valdemar,2019,1774637,Finca del Marquesado Crianza 2019,3.9,81,7.1,España,Rioja
877,EGO,2023,1642418,Goru Organic 2023,3.7,2782,7.1,España,Jumilla
878,Guelbenzu,2021,51664,Azul 2021,3.8,62,7.1,España,Ribera del Queiles
879,Artuke,2024,2152418,Artuke Rioja 2024,3.7,5558,7.1,España,Rioja
880,EGO,2022,1642418,Goru Organic 2022,3.7,2782,7.1,España,Jumilla
881,Luis Cañas,2023,1968075,Maceración Carbónica 2023,3.6,122,7.1,España,Rioja Alavesa
882,Rafael Cambra,2020,1566718,Soplo 2020,3.5,3326,7.1,España,Valencia
883,La Vinyeta,2022,1220836,Heus Negre 2022,3.5,59,7.1,España,Empordà
884,Pittacum,2019,2758426,Petit Pittacum 2019,3.7,459,7.1,España,Bierzo
885,Izadi,2019,77812,Crianza 2019,3.9,1747,7.1,España,Rioja
886,Gran Feudo,2018,1603756,Reserva 2018,3.6,255,7.11,España,Navarra
887,Pincerna,2022,7883036,Prieto Picudo Tinto 2022,3.9,242,7.12,España,Tierra de León
888,La Casa de Lúculo,2021,5422053,Cátulo Tinto Garnacha 2021,3.5,107,7.12,España,Navarra
889,Conde de Siruela,2023,1229780,Roble 2023,3.6,1684,7.12,España,Ribera del Duero
890,Ojos del Guadiana,2020,1864832,Selección 2020,3.2,156,7.13,España,La Mancha
891,Ederra,2019,1653817,Rioja Crianza 2019,3.6,353,7.13,España,Rioja
892,Covitoro,2018,1164451,Gran Cermeño Crianza 2018,3.8,51,7.13,España,Toro
893,Martin Berdugo,2023,1158443,Joven 2023,3.5,1677,7.13,España,Ribera del Duero
894,Castillo Perelada,2021,3343395,3 Finques (Fincas) 2021,3.5,8688,7.14,España,Empordà
895,Bodegas Vilano,2022,1378916,Roble 2022,4.0,224,7.15,España,Ribera del Duero
896,Pinord,2021,1549673,Penedés Crianza Tempranillo Taanug 2021,3.1,343,7.15,España,Penedès
897,Ederra,2021,1653817,Rioja Crianza 2021,3.4,9320,7.15,España,Rioja
898,Antonio Montero,2023,8618056,Mencia 2023,3.7,100,7.19,España,Monterrei
899,Azul y Garanza,2022,1176487,Abril 2022,3.5,780,7.19,España,Navarra
900,Pittacum,2022,2758426,Petit Pittacum 2022,3.8,130,7.2,España,Bierzo
901,Campo Viejo,2019,4387046,Crianza Vendimia Seleccionada 2019,3.7,371,7.2,España,Rioja
902,Hacienda Albae,2018,2801731,Cabernet Sauvignon 2018,3.6,47,7.2,España,La Mancha
903,De Moya,2021,2766217,Justina 2021,3.8,31,7.2,España,Valencia
904,Bodegas de Occidente,2021,2273106,Ommo Fandango 2021,3.6,93,7.2,España,Ribera del Duero
905,Avancia,2019,3028488,Alma Mia Tempranillo 2019,3.2,913,7.2,España,Castilla
906,Bodegas Vilano,2023,1378916,Roble 2023,3.9,46,7.2,España,Ribera del Duero
907,Gran Feudo,2022,11878241,Casilla del Guapo Tinto 2022,3.6,88,7.2,España,Navarra
908,D. Mateos,2022,5033894,Insensato Garnacha 2022,3.8,1602,7.2,España,Rioja
909,Marques de Mundaiz,2021,1232503,Rioja Crianza 2021,3.5,1554,7.2,España,Rioja
910,Domeco de Jarauta,2022,4806635,Lar de Sotomayor Crianza 2022,3.4,45,7.2,España,Rioja
911,Aldeya,2019,7213148,Reserva Tinto 2019,3.7,144,7.2,España,Cariñena
912,Campo Viejo,2021,4387046,Crianza Vendimia Seleccionada 2021,3.6,4786,7.2,España,Rioja
913,Josep Vicens,2022,1966304,Vinyes del Grau Negre 2022,3.5,204,7.22,España,Terra Alta
914,Hacienda López de Haro,2023,1921901,Tempranillo 2023,3.6,3700,7.25,España,Rioja
915,Yaso,2021,1181260,Toro 2021,3.8,94,7.25,España,Toro
916,Telmo Rodriguez,2023,2568897,Al-Muvedre Tinto Monastrell 2023,3.6,4361,7.25,España,Alicante
917,Garriguella,2021,3297993,Puntils Criança 2021,3.5,480,7.25,España,Empordà
918,De Moya,2020,2766217,Justina 2020,3.9,128,7.25,España,Valencia
919,Pradorey,2023,1136269,Origen 2023,3.7,167,7.25,España,Ribera del Duero
920,Pagos del Rey,2018,1131347,Arnegui Crianza Rioja 2018,3.7,457,7.25,España,Rioja
921,Telmo Rodriguez,2022,2568897,Al-Muvedre Tinto Monastrell 2022,3.8,193,7.25,España,Alicante
922,Luzon,2023,6065522,Colección Monastrell 2023,3.8,81,7.25,España,Jumilla
923,Bodegas Asenjo & Manso,2022,5426835,AM3 Ribera del Duero 2022,3.7,1058,7.26,España,Ribera del Duero
924,Jaro,2022,11262708,Jaros Roble 2022,3.9,50,7.27,España,Ribera del Duero
925,Celler del Roure,2022,2477371,Vermell 2022,3.7,134,7.28,España,Valencia
926,Viña Guria,2020,1518289,Crianza 2020,3.6,291,7.29,España,Rioja
927,Castillo Perelada,2022,11096254,Cap de Canons Negre 2022,3.7,134,7.29,España,Empordà
928,Castillo Perelada,2021,11096254,Cap de Canons Negre 2021,3.7,115,7.29,España,Empordà
929,El Miracle,2022,8559285,No. 01 2022,3.5,2598,7.29,España,Valencia
930,Raimat,2022,1145711,Abadia Cabernet Sauvignon - Tempranillo 2022,3.6,102,7.3,España,Costers del Segre
931,Terra d'Uro,2022,5460810,La Enfermera 2022,3.8,293,7.3,España,Toro
932,Bodegas Marqués de Cáceres,2022,1623960,Rioja Bio Organic 2022,3.7,33,7.3,España,Rioja
933,Domènech.Vidal,2023,6398875,Freyé Syrah - Tempranillo 2023,3.6,730,7.3,España,Penedès
934,Cune (CVNE),2019,1135311,Crianza 2019,3.7,5436,7.3,España,Rioja
935,Castaño,2023,85757,Monastrell Ecológico 2023,3.4,4719,7.3,España,Yecla
936,Gran Feudo,2019,1603756,Reserva 2019,3.6,113,7.3,España,Navarra
937,Tilenus,2023,5110258,Vendimia Bierzo 2023,3.5,808,7.3,España,Bierzo
938,Ontañón,2020,1271833,Rioja Crianza 2020,4.0,80,7.32,España,Rioja
939,Portia,2022,4406501,Roble 2022,3.8,457,7.32,España,Ribera del Duero
940,Arché Pagès,2020,1314194,Sàtirs Negre 2020,3.7,89,7.32,España,Empordà
941,Tarón,2019,1233061,Crianza 2019,3.8,38,7.33,España,Rioja Alta
942,Celler Gerisena,2023,4325912,Tramuntan Art Negre 2023,3.5,412,7.34,España,Empordà
943,Altos Ibéricos,2020,1759011,Crianza 2020,3.8,581,7.34,España,Rioja
944,Neo,2022,2132719,El Arte de Vivir 2022,3.4,1146,7.34,España,Ribera del Duero
945,Ca N'Estella,2022,3168953,Clot Dels Oms Tinto 2022,3.5,160,7.35,España,Penedès
946,Cid Bermúdez,2022,2274930,Altrejo Roble 2022,3.4,310,7.35,España,Ribera del Duero
947,Vina Herminia,2019,1647057,Rioja Excelsus 2019,3.7,59,7.35,España,Rioja
948,Azabache,2020,1432368,Reserva Tempranillo - Graciano 2020,3.7,1793,7.35,España,Rioja
949,Celler Masroig,2023,1737208,Les Sorts Jove 2023,3.7,53,7.35,España,Montsant
950,Finca La Estacada,2021,3152199,6 Meses en Barrica 2021,3.4,933,7.35,España,Castilla
951,Clos Galena,2020,6441472,Secrets de Mar Rouge 2020,3.8,58,7.35,España,Terra Alta
952,Proyecto Garnachas de España,2021,1393134,La Garnacha Salvaje del Moncayo 2021,3.7,134,7.37,España,Aragón
953,Borsao Bodegas,2019,1289492,Crianza (Selección Crianza) 2019,4.0,197,7.37,España,Campo de Borja
954,Empordàlia,2020,2026400,Sinols Criança 2020,3.9,169,7.38,España,Empordà
955,Bodegas Marqués de Cáceres,2019,10247,Crianza 2019,3.8,4438,7.38,España,Rioja
956,Bodegas Arraez,2023,1165903,Mala Vida 2023,3.7,7163,7.4,España,Valencia
957,Vinisimo,2022,10259504,Carantoña 2022,3.7,40,7.4,España,Ribera del Duero
958,Bodegas Reyes,2023,1105334,Tamiz Roble 2023,3.4,1451,7.4,España,Ribera del Duero
959,Celler 9+,2023,4013207,Blau Marí 2023,3.4,561,7.4,España,Tarragona
960,Bodegas de Occidente,2021,2720154,Valdebebas Vendimia Seleccionada 2021,3.7,123,7.4,España,Rioja
961,Cellers Sant Rafel,2022,4562055,Joana Selecció 2022,3.6,291,7.4,España,Montsant
962,Creencia,2021,1204732,Con Juventud Monastrell 2021,3.8,964,7.4,España,Jumilla
963,L'Home i La Roca,2021,9321573,Tinto 2021,3.5,34,7.4,España,Montsant
964,El Coto,2020,1181471,Coto Mayor Crianza 2020,3.8,478,7.41,España,Rioja Alavesa
965,Martin Berdugo,2020,1158446,Barrica 2020,3.9,491,7.41,España,Ribera del Duero
966,Montecillo,2019,1100227,Rioja Crianza 2019,3.8,1024,7.41,España,Rioja
967,Corcovo - Megía e Hijos,2019,1698359,Crianza 2019,3.6,27,7.42,España,Valdepeñas
968,Señorio de Villarrica,2019,1653281,Crianza 2019,4.0,164,7.43,España,Rioja
969,Albet i Noya,2022,79861,Petit Albet Penedès Rouge 2022,3.3,1429,7.44,España,Penedès
970,Oliver Viticultors,2022,4977823,10.000 Hores Negre Selecció 2022,3.6,379,7.45,España,Penedès
971,Puerta Vieja,2021,10331,Crianza 2021,3.6,86,7.45,España,Rioja
972,Viniric,2023,7086854,Vella Lola Negre 2023,3.8,56,7.45,España,Empordà
973,Tagonius,2020,1148206,Tinto Roble 2020,3.6,1579,7.45,España,Madrid
974,Bodegas Ponce,2022,1643710,Depaula Monastrell 2022,3.7,116,7.45,España,Manchuela
975,Bodegas Zinio,2020,1984426,Terroir de Zinio Tempranillo - Graciano 2020,3.8,147,7.45,España,Rioja Alta
976,Viore,2016,8399715,Toro Crianza 2016,3.7,50,7.45,España,Toro
977,Singulares,2019,1211514,Jardín Rojo Tempranillo Rioja 2019,3.5,28,7.45,España,Rioja
978,Viña Bujanda,2019,10260753,Organic Tinto 2019,3.6,26,7.45,España,Rioja
979,Montecillo,2020,1100227,Rioja Crianza 2020,3.7,246,7.45,España,Rioja
980,Castaño,2020,85758,Hécula Monastrell 2020,3.5,618,7.47,España,Yecla
981,Bodegas Faustino,2021,7533604,Art Collection Crianza 2021,3.6,60,7.49,España,Rioja
982,Viña Mayor,2023,1129480,Ribera del Duero Tinto Roble 2023,3.6,30,7.49,España,Ribera del Duero
983,Mi Tractor Azul,2022,6858399,Garnacha Tintorera 2022,3.7,89,7.5,España,Almansa
984,Ostatu,2023,2516179,Rioja Tinto 2023,3.6,43,7.5,España,Rioja Alavesa
985,Martinez Corta,2018,1158582,Crianza 2018,3.8,233,7.5,España,Rioja
986,Los Frailes,2023,7084930,Monastrell 2023,3.7,580,7.5,España,Valencia
987,Ostatu,2024,2516179,Rioja Tinto 2024,3.5,1581,7.5,España,Rioja Alavesa
988,Gran Feudo,2020,11975224,Hoya De Los Lobos Crianza 2020,3.8,57,7.5,España,Navarra
989,Bodegas Fin de Siglo,2018,2361363,XIII Lunas (Crianza) Rioja 2018,3.7,30,7.5,España,Rioja
990,Marco Real,2020,10545083,Coleccion Privada Crianza Garnacha 2020,3.9,34,7.5,España,Navarra
991,Finca Antigua,2021,13942,Tempranillo 2021,3.6,831,7.5,España,La Mancha
992,Espelt,2024,5965716,Efímera 2024,3.3,127,7.5,España,Empordà
993,Botas de Barro,2021,5456583,Old Vine Monastrell 2021,4.0,236,7.5,España,Jumilla
994,Bodegas Faustino,2020,1178638,Tinto 2020,3.5,107,7.5,España,Rioja
995,Bodegas Vilano,,10517146,Full Flap Red Blend ,3.9,727,7.5,España,Vino de España
996,Bodegas Valdelana,2022,7203772,Vi-Ve La Llave de Los Sueños Rioja 2022,3.7,101,7.5,España,Rioja Alavesa
997,Félix Solís,2010,4670062,Casa Albali Gran Reserva de Familia 2010,3.3,160,7.5,España,Valdepeñas
998,Volver,2023,10489363,Tarima Selección Monastrell - Syrah 2023,4.0,366,7.5,España,Alicante
999,Bodega Otto Bestué,2021,1201169,Finca Rableros 2021,3.9,64,7.5,España,Somontano
1000,Familia Montaña,2019,7763502,Finca La Valentina Montaña Crianza 2019,3.7,70,7.5,España,Rioja
1001,Viña Bujanda,2020,1219458,Rioja Crianza 2020,3.7,171,7.5,España,Rioja
1002,Paco Garcia,2018,1225314,Seis 2018,3.6,323,7.5,España,Rioja
1003,Vinos Valtuille,2023,1225223,Pago de Valdoneje 2023,3.8,53,7.5,España,Bierzo
1004,Arloren,2020,6249933,Spirit of the Monastrell 2020,3.5,96,7.5,España,Jumilla
1005,Bernavi,2023,6574923,Xalera Tinto 2023,3.4,326,7.5,España,Terra Alta
1006,Cuatro Pasos,2022,2162262,Tinto 2022,3.6,37,7.5,España,Bierzo
1007,Muriel,2019,1135538,Crianza 2019,3.8,883,7.5,España,Rioja Alavesa
1008,Puente de Rus,2019,1705514,Tempranillo Crianza 2019,3.7,86,7.51,España,La Mancha
1009,Hacienda Albae,2019,4529872,Merlot 2019,3.6,128,7.51,España,La Mancha
1010,La Candelaria,2018,5826771,Senda Tempranillo 2018,3.6,1935,7.51,España,Castilla
1011,Hacienda Albae,2019,1459107,Syrah 2019,3.5,563,7.51,España,La Mancha
1012,Carlos Serres,2020,1525045,Rioja Crianza 2020,3.8,327,7.52,España,Rioja
1013,U MES U,2019,5626398,Anais Tinto 2019,3.7,73,7.54,España,Penedès
1014,Marco Real,2020,9076243,Organic 2020,3.7,72,7.55,España,Rioja
1015,Familia Torres,2021,1147949,Coronas Tempranillo 2021,3.5,422,7.55,España,Cataluña
1016,Finca Antigua,2019,13943,Crianza 2019,3.5,2150,7.55,España,La Mancha
1017,Hacienda Albae,2020,2801731,Cabernet Sauvignon 2020,3.6,251,7.55,España,La Mancha
1018,Hacienda Albae,2021,1251813,Tempranillo 2021,3.0,625,7.55,España,Castilla
1019,Hacienda Albae,2021,5463135,Malbec 2021,3.5,659,7.55,España,La Mancha
1020,Pagos del Rey,2019,1131347,Arnegui Crianza Rioja 2019,3.8,285,7.55,España,Rioja
1021,Ondarre,2020,6253828,VII Parcelas Crianza Tinto 2020,3.7,106,7.55,España,Rioja
1022,Clos Galena,2023,6441472,Secrets de Mar Rouge 2023,3.7,1683,7.55,España,Terra Alta
1023,Volver,2021,9609642,Tarima Al Natural Monastrell 2021,3.7,64,7.56,España,Alicante
1024,Enate,2019,1154856,Cabernet Sauvignon - Merlot 2019,3.8,1053,7.56,España,Somontano
1025,Canopy,2019,1952604,Castillo de Belarfonso Mentrida 2019,3.7,189,7.57,España,Méntrida
1026,Barahonda,2023,15713,Barrica Tinto (Monastrell - Syrah) 2023,3.7,21828,7.57,España,Yecla
1027,Tilenus,2022,5110258,Vendimia Bierzo 2022,3.5,808,7.57,España,Bierzo
1028,Bodegas Care,2023,1246882,Tinto Roble Garnacha - Syrah 2023,3.6,6067,7.57,España,Cariñena
1029,Dominio Dostares,2020,1853501,Estay Prieto Picudo 2020,3.6,1508,7.57,España,Bierzo
1030,Castillo Perelada,2020,3343395,3 Finques (Fincas) 2020,3.7,165,7.59,España,Empordà
1031,Terra de Pau,2021,5203987,Negre 2021,3.5,81,7.6,España,Terra Alta
1032,Lan,2020,88830,Crianza Rioja 2020,3.9,998,7.6,España,Rioja
1033,Hoya de Los Lobos,2020,1171913,Crianza 2020,3.4,34,7.6,España,Ribera del Duero
1034,Hoya de Los Lobos,2021,1171913,Crianza 2021,3.4,34,7.6,España,Ribera del Duero
1035,Cellers Grifoll Declara,2022,1239755,El Gos Rouge 2022,3.3,556,7.6,España,Montsant
1036,Bodegas Lleiroso,2023,2016016,Luz Millar Roble 2023,3.6,32,7.6,España,Ribera del Duero
1037,Telmo Rodriguez,2021,2568897,Al-Muvedre Tinto Monastrell 2021,3.7,207,7.6,España,Alicante
1038,Vinos Sanz,2020,3907111,La Capital Roble 2020,3.5,324,7.6,España,Madrid
1039,Altos de Tamarón,2023,1131274,Roble Ribera del Duero 2023,3.6,162,7.6,España,Ribera del Duero
1040,Idrias,2021,2846845,Crianza 2021,3.2,71,7.6,España,Somontano
1041,Enate,2021,1154856,Cabernet Sauvignon - Merlot 2021,3.8,308,7.6,España,Somontano
1042,Mas Llunes,2022,1709661,Maragda Rouge 2022,3.4,733,7.62,España,Empordà
1043,Canopy,2022,1952604,Castillo de Belarfonso Mentrida 2022,3.6,58,7.63,España,Méntrida
1044,Altún,2023,1288740,Albiker 2023,3.6,704,7.65,España,Rioja
1045,Condado de Oriza,2022,1609207,Roble Ribera del Duero 2022,3.7,153,7.65,España,Ribera del Duero
1046,Hermanos Peciña,2023,1146400,Señorío de P. Peciña Cosecha Tinto 2023,3.7,3999,7.65,España,Rioja
1047,EGO,2022,1787864,Gorú 2022,3.8,87,7.65,España,Jumilla
1048,Vinessens - Casa Balaguer,2022,7551225,Tragolargo Monastrell 2022,3.5,1772,7.65,España,Alicante
1049,Viñedos y Bodegas Muñoz,2022,7501874,Finca Muñoz Colección de la Familia 2022,4.0,73,7.65,España,Castilla
1050,Clos Pons,2021,3288432,Jan Petit 2021,3.5,1398,7.65,España,Costers del Segre
1051,Cuatro Pasos,2022,1258529,Pizarras de Otero Mencia 2022,3.7,49,7.65,España,Bierzo
1052,Bodegas Javier San Pedro Ortega,2021,1595750,Cueva de Lobos Crianza 2021,3.9,95,7.65,España,Rioja
1053,Dominio de Bornos,2023,3478145,Roble 2023,3.5,1137,7.7,España,Ribera del Duero
1054,Castillo de Monjardin,2020,1392332,Old Vines (La Cantera) Garnacha 2020,3.6,105,7.7,España,Navarra
1055,Bodegas la Eralta,2017,9440207,Hacienda El Olmo Reserva 2017,3.9,76,7.7,España,Rioja
1056,Paco & Lola,2022,1301320,Paco Garnacha - Tempranillo 2022,3.6,2514,7.7,España,Navarra
1057,Abad,2021,6353424,Dom Bueno Mencia Laderas del Norte 2021,3.8,1564,7.7,España,Bierzo
1058,Hacienda López de Haro,2019,1224522,Crianza 2019,3.8,3814,7.7,España,Rioja
1059,Viña Zorzal,2020,1151276,Graciano 2020,3.6,299,7.7,España,Navarra
1060,Nauta,2019,1446123,Crianza 2019,3.5,1368,7.7,España,Alicante
1061,Hacienda López de Haro,2020,1224522,Crianza 2020,3.7,1069,7.7,España,Rioja
1062,Museum,2020,1714209,Vinea Tempranillo Crianza 2020,3.8,98,7.71,España,Cigales
1063,Viñas del Vero,2012,1599976,Tempranillo - Cabernet Sauvignon Crianza 2012,3.3,464,7.74,España,Somontano
1064,Hacienda Albae,2019,1251813,Tempranillo 2019,3.0,625,7.74,España,Castilla
1065,Neo,2021,1991390,Disco 2021,3.4,1388,7.74,España,Ribera del Duero
1066,Jeromin,2020,1139252,Grego Garnacha Centenaria 2020,3.4,711,7.75,España,Madrid
1067,Viñas del Vero,2020,1599976,Tempranillo - Cabernet Sauvignon Crianza 2020,3.4,4307,7.75,España,Somontano
1068,Habla,2022,1978855,La Tierra 2022,3.7,145,7.75,España,Extremadura
1069,Leyenda del Páramo,2019,1315997,El Aprendiz Tinto 2019,3.6,51,7.75,España,Tierra de León
1070,Beso de Rechenna,2019,1375301,Bobal Crianza 2019,3.6,2028,7.75,España,Utiel-Requena
1071,Camino Alto,2012,1222533,Roble Tempranillo 2012,3.4,83,7.75,España,Castilla
1072,Gran Recosind,2019,1248739,Criança 2019,3.6,1165,7.76,España,Empordà
1073,El Escocés Volante,2020,1744295,La Multa Old Vine Garnacha 2020,3.7,59,7.76,España,Calatayud
1074,Terra i Vins,2022,7427468,La Negra Flor 2022,3.6,336,7.8,España,Terra Alta
1075,Bodega Pirineos,2020,2291254,Señorío de Lazán Crianza 2020,3.5,2319,7.8,España,Somontano
1076,Celler 9+,2021,4013207,Blau Marí 2021,3.6,47,7.8,España,Tarragona
1077,Cherubino Valsangiacomo,2023,5912963,Bobal de Sanjuan 2023,3.6,797,7.8,España,Valencia
1078,Martinez Corta,2020,1158582,Crianza 2020,3.8,760,7.8,España,Rioja
1079,Bodegas Peñafiel,2020,4541459,Mironia Cosecha 2020,3.7,32,7.8,España,Ribera del Duero
1080,Luzon,2023,6981077,Colección Roble 2023,3.8,548,7.8,España,Jumilla
1081,Marques de Burgos,2022,1196336,Roble Vendimia Seleccionada 2022,3.7,65,7.8,España,Ribera del Duero
1082,Luzon,2023,1235973,Jumilla Roble 2023,3.4,866,7.81,España,Jumilla
1083,Analec,2021,1857260,La Creu VI Negre 2021,3.7,172,7.83,España,Costers del Segre
1084,Luberri,2023,1712675,Tinto 2023,3.5,1123,7.84,España,Rioja
1085,Puente de Rus,2021,4664496,Colmillo de Lobo 2021,3.6,162,7.84,España,La Mancha
1086,Finca Antigua,2011,13943,Crianza 2011,3.6,458,7.85,España,La Mancha
1087,Tridente,2019,1403702,Entresuelos Tempranillo 2019,3.8,309,7.85,España,Castilla y León
1088,Winery Arts,2017,1202716,Squared Three (Tres al Cuadrado) 2017,3.8,30,7.85,España,Ribera del Queiles
1089,Cooperatiu Gandesa,2018,1562615,Somdinou Red Blend 2018,3.4,56,7.85,España,Terra Alta
1090,Alvear,2021,1598831,Palacio Quemado Crianza 2021,3.9,143,7.85,España,Ribera del Guadiana
1091,Can Ràfols dels Caus,2022,1202424,Petit Caus Negre 2022,3.2,435,7.85,España,Penedès
1092,Bodegas Alejandro,2022,7605681,Bilaire 2022,3.9,28,7.85,España,Alicante
1093,Juan Gil,2021,1134571,Jumilla Yellow Label 2021,3.9,1054,7.85,España,Jumilla
1094,Volver,2023,8516607,La Quinta de Rafa 2023,3.8,647,7.86,España,Almansa
1095,Finca La Estacada,2019,5197184,Ocho y Medio Tinto Velasco 2019,3.6,43,7.88,España,Castilla
1096,Neo,2021,2132719,El Arte de Vivir 2021,3.4,1146,7.89,España,Ribera del Duero
1097,Aroa,2023,2333336,Le Naturel Red 2023,3.7,46,7.89,España,Navarra
1098,Viña Salceda,2020,1111659,Rioja Crianza 2020,3.8,771,7.89,España,Rioja
1099,Edra,2020,1204924,Grullas de paso 2020,3.6,835,7.9,España,Ribera del Gállego-Cinco Villas
1100,Obalo,2018,2735953,Matulán Crianza Rioja 2018,3.8,355,7.9,España,Rioja
1101,Berceo,2021,1141591,Crianza 2021,3.7,53,7.9,España,Rioja
1102,Enate,2020,1154856,Cabernet Sauvignon - Merlot 2020,3.8,782,7.9,España,Somontano
1103,Obalo,2021,8356603,San Roque 2021,3.9,98,7.9,España,Rioja
1104,Requiem Hispania,2019,4938585,Re Minor 2019,3.7,449,7.9,España,Ribera del Duero
1105,Coma d'En Bonet,2021,1548535,Prohom Negre 2021,3.5,312,7.9,España,Terra Alta
1106,D. Mateos,2021,7980800,Letargo Crianza 2021,3.5,101,7.9,España,Rioja
1107,Habla,2023,1978855,La Tierra 2023,3.9,140,7.9,España,Extremadura
1108,Viña Mayor,2022,1129480,Ribera del Duero Tinto Roble 2022,3.6,222,7.9,España,Ribera del Duero
1109,Altanza,2020,1247469,Edulis de Altanza Rioja Crianza 2020,3.8,154,7.9,España,Rioja
1110,Vinessens - Casa Balaguer,2019,3267201,La Casica del Abuelo 2019,3.3,71,7.9,España,Alicante
1111,Aibar,2023,1480974,Xyz Tridimensional 2023,3.5,554,7.9,España,Montsant
1112,Mellifera,2021,9719152,Montsant 2021,3.4,25,7.9,España,Montsant
1113,Reinante,2023,6874291,Tempranillo - Garnacha 2023,3.4,26,7.9,España,Campo de Borja
1114,Pago Aylés,2021,5793376,Immortalis Monastrell Old Vines 2021,3.7,307,7.9,España,Aragón
1115,Gran Cerdo,2023,1367703,Tempranillo 2023,3.7,6529,7.9,España,Rioja
1116,Pago Aylés,2022,6320055,Immortalis Garnacha 2022,3.8,639,7.9,España,Calatayud
1117,Pago Casa Gran,2023,4280703,Falcata Tinto 2023,4.0,2287,7.9,España,Valencia
1118,Vinyes dels Aspres,2022,1182643,Oriol dels Aspres Negre 2022,3.7,102,7.93,España,Empordà
1119,Bodega La Carbonera,2020,12041434,Malpastor Crianza 2020,3.8,448,7.94,España,Rioja
1120,Pago de Almaraes,2020,5503855,Chicote 2020,3.6,163,7.95,España,Andalucía
1121,Bodegas Care,2021,1369510,Crianza Tempranillo - Merlot 2021,3.8,4131,7.95,España,Cariñena
1122,Sonsierra,2020,1193066,Crianza 2020,3.5,1684,7.95,España,Rioja Alta
1123,Viña Albina,2019,1194190,Reserva 2019,3.7,474,7.95,España,Rioja
1124,Aroa,2021,1567694,Jauna Crianza 2021,3.8,46,7.95,España,Navarra
1125,Muriel,2020,1135538,Crianza 2020,3.8,497,7.95,España,Rioja Alavesa
1126,Muriel,2021,1135538,Crianza 2021,3.7,254,7.95,España,Rioja Alavesa
1127,Santa Cruz de Alpera,2022,12152395,Pure Roble Monastrell 2022,4.1,34,7.95,España,Almansa
1128,Guelbenzu,2022,51664,Azul 2022,3.8,1704,7.95,España,Ribera del Queiles
1129,Bodegas Valdelana,2023,7203772,Vi-Ve La Llave de Los Sueños Rioja 2023,3.7,467,7.95,España,Rioja Alavesa
1130,Bodegas Lagunilla,2018,1129459,Reserva 2018,3.9,597,7.95,España,Rioja
1131,Beloki,2019,6407690,Crianza 2019,3.7,51,7.95,España,Rioja
1132,Dominio de Atauta,2021,1693444,Viridiana Ribera del Duero Roble 2021,3.8,111,7.95,España,Ribera del Duero
1133,Pago Aylés,2022,2650018,a de Aylés 2022,3.7,2065,7.95,España,Aragón
1134,Legaris,2023,1134266,Ribera del Duero Roble 2023,3.6,126,7.95,España,Ribera del Duero
1135,Bodegas Olarra,2021,1367561,Cerro Añon Crianza Rioja 2021,3.9,227,7.95,España,Rioja
1136,Pinna Fidelis,2022,1198159,Ribera del Duero Roble 2022,3.8,149,7.95,España,Ribera del Duero
1137,El Gato Gordo,2023,7089045,Mencía 2023,3.7,36,7.95,España,Bierzo
1138,César Principe,2023,1186752,13 Cántaros Nicolás 2023,3.7,1622,7.95,España,Cigales
1139,Arroyo,2018,1450109,Roble Tinto 2018,3.4,68,7.95,España,Ribera del Duero
1140,Equilibrio,2022,2554070,4 Monastrell 2022,3.8,1681,7.95,España,Jumilla
1141,Costers del Sió,2023,1368709,Petit Siós Tinto 2023,3.6,2466,7.95,España,Costers del Segre
1142,Cinco Leguas,2022,11886425,La Maldición Tinto Fino 2022,3.7,113,7.95,España,Madrid
1143,Rippa Dorii,2023,10523141,Roble Tempranillo 2023,3.9,89,7.95,España,Ribera del Duero
1144,De Moya,2021,5220637,Gloria 2021,3.9,78,7.95,España,Valencia
1145,Artuke,2023,2152418,Artuke Rioja 2023,3.9,418,7.95,España,Rioja
1146,Dehesa El Carrascal,2021,5859722,Mar García 2021,4.1,869,7.95,España,Almansa
1147,Bodegas Care,2022,8081153,Cariñena Nativa Viñas Viejas 2022,4.1,776,7.95,España,Cariñena
1148,Dehesa La Granja,2020,1152838,Tinto 2020,3.9,154,7.96,España,Castilla y León
1149,Terrai,2021,2321919,OVG Old Vine Garnacha 2021,3.8,182,7.96,España,Cariñena
1150,Dolmo,2022,6263653,Tempranillo Roble 2022,3.6,298,7.99,España,Ribera del Duero
1151,Aroa,2018,1567694,Jauna Crianza 2018,3.7,557,7.99,España,Navarra
1152,Aroa,2019,1567694,Jauna Crianza 2019,3.7,59,7.99,España,Navarra
