,Winery,Year,Wine ID,Wine,Rating,num_review,price,Country,Region
13812,Domblasco,2016,3052036,Tinto 2016,3.7,59,12.0,España,Extremadura
13813,Bodegas Valparaíso,2021,1187536,Crianza 2021,3.9,102,12.0,España,Ribera del Duero
13814,Bodegas Peñafiel,2021,8929613,Alma Serena Crianza 2021,4.1,26,12.0,España,Ribera del Duero
13815,Familia Torres,2021,2651,Atrium Merlot 2021,3.8,159,12.0,España,Penedès
13816,Bodegas Cosme Palacio,2018,2328702,Glorioso Rioja Reserva 2018,4.0,666,12.0,España,Rioja
13817,Coca i Fitó,2019,1496156,Tocat de l'Ala Negre 2019,3.9,178,12.0,España,Empordà
13818,Jiménez-Landi,2021,6587498,El Corralon 2021,3.9,183,12.0,España,Méntrida
13819,Fabregas,2020,6411375,Familia Moristel 2020,3.6,25,12.0,España,Somontano
13820,Azul y Garanza,2019,2655286,Seis 2019,3.9,25,12.0,España,Navarra
13821,Clos Galena,2020,11077460,Moments del Montsant 2020,3.8,126,12.0,España,Montsant
13822,Hermanos Peciña,2018,1146401,Señorío de P. Peciña Crianza 2018,3.9,123,12.0,España,Rioja
13823,Bodegas Garcia de Lara,2021,12229018,Finca Villalobillos Tinto de la Pampana Blanca 2021,3.6,37,12.0,España,Castilla
13824,Monasterio de Las Vinas,2016,6506050,Special Selection Old Vine Cariñena 2016,3.5,1725,12.0,España,Cariñena
13825,Covila,2018,1322231,II Reserva 2018,4.1,91,11.95,España,Rioja
13826,Montecillo,2016,1100225,Reserva 2016,3.9,324,11.95,España,Rioja
13827,Bodegas Valdelana,2019,1173873,Familia Valdelana Reserva 2019,4.1,35,11.95,España,Rioja
13828,Ramón Bilbao,2018,77022,Rioja Reserva (Tempranillo) 2018,4.1,2403,11.95,España,Rioja
13829,Matsu,2022,1136746,El Recio 2022,4.0,501,11.96,España,Toro
13830,Lafou,2019,2040817,El Sender 2019,3.9,640,11.98,España,Terra Alta
13831,Bodegas Valdemar,2016,15488,Conde de Valdemar Reserva 2016,3.9,363,11.99,España,Rioja
13832,Sangenís I Vaqué,2023,3495874,Garbinada 2023,3.6,403,11.99,España,Priorato
13833,Tianna Negre,2022,2543685,Km.1 Tinto 2022,3.5,208,11.99,España,Plà i Llevant
13834,Mas Oller,2023,1177915,Pur 2023,3.7,2452,11.99,España,Cataluña
13835,Solergibert,2019,1638099,Reserva Merlot 2019,3.6,130,11.99,España,Pla de Bages
13836,Juan Gil,2021,5282020,Jumilla Silver Label 2021,4.0,3489,11.99,España,Jumilla
13837,Domblasco,2016,3052036,Tinto 2016,3.7,59,12.0,España,Extremadura
13838,Bodegas Peñafiel,2021,8929613,Alma Serena Crianza 2021,4.1,26,12.0,España,Ribera del Duero
13839,Bodegas Valparaíso,2021,1187536,Crianza 2021,3.9,102,12.0,España,Ribera del Duero
13840,Familia Torres,2021,2651,Atrium Merlot 2021,3.8,159,12.0,España,Penedès
13841,Bodegas Cosme Palacio,2018,2328702,Glorioso Rioja Reserva 2018,4.0,666,12.0,España,Rioja
13842,Coca i Fitó,2019,1496156,Tocat de l'Ala Negre 2019,3.9,178,12.0,España,Empordà
13843,Jiménez-Landi,2021,6587498,El Corralon 2021,3.9,183,12.0,España,Méntrida
13844,Fabregas,2020,6411375,Familia Moristel 2020,3.6,25,12.0,España,Somontano
13845,Azul y Garanza,2019,2655286,Seis 2019,3.9,25,12.0,España,Navarra
13846,Clos Galena,2020,11077460,Moments del Montsant 2020,3.8,126,12.0,España,Montsant
13847,Hermanos Peciña,2018,1146401,Señorío de P. Peciña Crianza 2018,3.9,123,12.0,España,Rioja
13848,Bodegas Garcia de Lara,2021,12229018,Finca Villalobillos Tinto de la Pampana Blanca 2021,3.6,37,12.0,España,Castilla
13849,Monasterio de Las Vinas,2016,6506050,Special Selection Old Vine Cariñena 2016,3.5,1725,12.0,España,Cariñena
13850,Covila,2018,1322231,II Reserva 2018,4.1,91,11.95,España,Rioja
13851,Bodegas Valdelana,2019,1173873,Familia Valdelana Reserva 2019,4.1,35,11.95,España,Rioja
13852,Montecillo,2016,1100225,Reserva 2016,3.9,324,11.95,España,Rioja
13853,Ramón Bilbao,2018,77022,Rioja Reserva (Tempranillo) 2018,4.1,2403,11.95,España,Rioja
13854,Matsu,2022,1136746,El Recio 2022,4.0,501,11.96,España,Toro
13855,Lafou,2019,2040817,El Sender 2019,3.9,640,11.98,España,Terra Alta
13856,Bodegas Valdemar,2016,15488,Conde de Valdemar Reserva 2016,3.9,363,11.99,España,Rioja
13857,Sangenís I Vaqué,2023,3495874,Garbinada 2023,3.6,403,11.99,España,Priorato
13858,Tianna Negre,2022,2543685,Km.1 Tinto 2022,3.5,208,11.99,España,Plà i Llevant
13859,Mas Oller,2023,1177915,Pur 2023,3.7,2452,11.99,España,Cataluña
13860,Solergibert,2019,1638099,Reserva Merlot 2019,3.6,130,11.99,España,Pla de Bages
13861,Juan Gil,2021,5282020,Jumilla Silver Label 2021,4.0,3489,11.99,España,Jumilla
13862,Domblasco,2016,3052036,Tinto 2016,3.7,59,12.0,España,Extremadura
13863,Bodegas Valparaíso,2021,1187536,Crianza 2021,3.9,102,12.0,España,Ribera del Duero
13864,Bodegas Peñafiel,2021,8929613,Alma Serena Crianza 2021,4.1,26,12.0,España,Ribera del Duero
13865,Familia Torres,2021,2651,Atrium Merlot 2021,3.8,159,12.0,España,Penedès
13866,Bodegas Cosme Palacio,2018,2328702,Glorioso Rioja Reserva 2018,4.0,666,12.0,España,Rioja
13867,Coca i Fitó,2019,1496156,Tocat de l'Ala Negre 2019,3.9,178,12.0,España,Empordà
13868,Jiménez-Landi,2021,6587498,El Corralon 2021,3.9,183,12.0,España,Méntrida
13869,Fabregas,2020,6411375,Familia Moristel 2020,3.6,25,12.0,España,Somontano
13870,Azul y Garanza,2019,2655286,Seis 2019,3.9,25,12.0,España,Navarra
13871,Clos Galena,2020,11077460,Moments del Montsant 2020,3.8,126,12.0,España,Montsant
13872,Hermanos Peciña,2018,1146401,Señorío de P. Peciña Crianza 2018,3.9,123,12.0,España,Rioja
13873,Bodegas Garcia de Lara,2021,12229018,Finca Villalobillos Tinto de la Pampana Blanca 2021,3.6,37,12.0,España,Castilla
13874,Monasterio de Las Vinas,2016,6506050,Special Selection Old Vine Cariñena 2016,3.5,1725,12.0,España,Cariñena
13875,Covila,2018,1322231,II Reserva 2018,4.1,91,11.95,España,Rioja
13876,Montecillo,2016,1100225,Reserva 2016,3.9,324,11.95,España,Rioja
13877,Bodegas Valdelana,2019,1173873,Familia Valdelana Reserva 2019,4.1,35,11.95,España,Rioja
13878,Ramón Bilbao,2018,77022,Rioja Reserva (Tempranillo) 2018,4.1,2403,11.95,España,Rioja
13879,Matsu,2022,1136746,El Recio 2022,4.0,501,11.96,España,Toro
13880,Lafou,2019,2040817,El Sender 2019,3.9,640,11.98,España,Terra Alta
13881,Bodegas Valdemar,2016,15488,Conde de Valdemar Reserva 2016,3.9,363,11.99,España,Rioja
13882,Sangenís I Vaqué,2023,3495874,Garbinada 2023,3.6,403,11.99,España,Priorato
13883,Tianna Negre,2022,2543685,Km.1 Tinto 2022,3.5,208,11.99,España,Plà i Llevant
13884,Mas Oller,2023,1177915,Pur 2023,3.7,2452,11.99,España,Cataluña
13885,Solergibert,2019,1638099,Reserva Merlot 2019,3.6,130,11.99,España,Pla de Bages
13886,Juan Gil,2021,5282020,Jumilla Silver Label 2021,4.0,3489,11.99,España,Jumilla
13887,Domblasco,2016,3052036,Tinto 2016,3.7,59,12.0,España,Extremadura
13888,Bodegas Valparaíso,2021,1187536,Crianza 2021,3.9,102,12.0,España,Ribera del Duero
13889,Bodegas Peñafiel,2021,8929613,Alma Serena Crianza 2021,4.1,26,12.0,España,Ribera del Duero
13890,Familia Torres,2021,2651,Atrium Merlot 2021,3.8,159,12.0,España,Penedès
13891,Bodegas Cosme Palacio,2018,2328702,Glorioso Rioja Reserva 2018,4.0,666,12.0,España,Rioja
13892,Coca i Fitó,2019,1496156,Tocat de l'Ala Negre 2019,3.9,178,12.0,España,Empordà
13893,Jiménez-Landi,2021,6587498,El Corralon 2021,3.9,183,12.0,España,Méntrida
13894,Fabregas,2020,6411375,Familia Moristel 2020,3.6,25,12.0,España,Somontano
13895,Azul y Garanza,2019,2655286,Seis 2019,3.9,25,12.0,España,Navarra
13896,Clos Galena,2020,11077460,Moments del Montsant 2020,3.8,126,12.0,España,Montsant
13897,Hermanos Peciña,2018,1146401,Señorío de P. Peciña Crianza 2018,3.9,123,12.0,España,Rioja
13898,Bodegas Garcia de Lara,2021,12229018,Finca Villalobillos Tinto de la Pampana Blanca 2021,3.6,37,12.0,España,Castilla
13899,Monasterio de Las Vinas,2016,6506050,Special Selection Old Vine Cariñena 2016,3.5,1725,12.0,España,Cariñena
13900,Covila,2018,1322231,II Reserva 2018,4.1,91,11.95,España,Rioja
13901,Bodegas Valdelana,2019,1173873,Familia Valdelana Reserva 2019,4.1,35,11.95,España,Rioja
13902,Montecillo,2016,1100225,Reserva 2016,3.9,324,11.95,España,Rioja
13903,Ramón Bilbao,2018,77022,Rioja Reserva (Tempranillo) 2018,4.1,2403,11.95,España,Rioja
13904,Matsu,2022,1136746,El Recio 2022,4.0,501,11.96,España,Toro
13905,Lafou,2019,2040817,El Sender 2019,3.9,640,11.98,España,Terra Alta
13906,Bodegas Valdemar,2016,15488,Conde de Valdemar Reserva 2016,3.9,363,11.99,España,Rioja
13907,Sangenís I Vaqué,2023,3495874,Garbinada 2023,3.6,403,11.99,España,Priorato
13908,Tianna Negre,2022,2543685,Km.1 Tinto 2022,3.5,208,11.99,España,Plà i Llevant
13909,Mas Oller,2023,1177915,Pur 2023,3.7,2452,11.99,España,Cataluña
13910,Solergibert,2019,1638099,Reserva Merlot 2019,3.6,130,11.99,España,Pla de Bages
13911,Juan Gil,2021,5282020,Jumilla Silver Label 2021,4.0,3489,11.99,España,Jumilla
13912,Domblasco,2016,3052036,Tinto 2016,3.7,59,12.0,España,Extremadura
13913,Bodegas Peñafiel,2021,8929613,Alma Serena Crianza 2021,4.1,26,12.0,España,Ribera del Duero
13914,Bodegas Valparaíso,2021,1187536,Crianza 2021,3.9,102,12.0,España,Ribera del Duero
13915,Familia Torres,2021,2651,Atrium Merlot 2021,3.8,159,12.0,España,Penedès
13916,Bodegas Cosme Palacio,2018,2328702,Glorioso Rioja Reserva 2018,4.0,666,12.0,España,Rioja
13917,Coca i Fitó,2019,1496156,Tocat de l'Ala Negre 2019,3.9,178,12.0,España,Empordà
13918,Jiménez-Landi,2021,6587498,El Corralon 2021,3.9,183,12.0,España,Méntrida
13919,Fabregas,2020,6411375,Familia Moristel 2020,3.6,25,12.0,España,Somontano
13920,Azul y Garanza,2019,2655286,Seis 2019,3.9,25,12.0,España,Navarra
13921,Clos Galena,2020,11077460,Moments del Montsant 2020,3.8,126,12.0,España,Montsant
13922,Hermanos Peciña,2018,1146401,Señorío de P. Peciña Crianza 2018,3.9,123,12.0,España,Rioja
13923,Bodegas Garcia de Lara,2021,12229018,Finca Villalobillos Tinto de la Pampana Blanca 2021,3.6,37,12.0,España,Castilla
13924,Monasterio de Las Vinas,2016,6506050,Special Selection Old Vine Cariñena 2016,3.5,1725,12.0,España,Cariñena
13925,Yllera,2019,1136769,Vendimia Seleccionada 2019,4.0,377,11.95,España,Castilla y León
13926,Covila,2018,1322231,II Reserva 2018,4.1,91,11.95,España,Rioja
13927,Bodegas Valdelana,2019,1173873,Familia Valdelana Reserva 2019,4.1,35,11.95,España,Rioja
13928,Montecillo,2016,1100225,Reserva 2016,3.9,324,11.95,España,Rioja
13929,Ramón Bilbao,2018,77022,Rioja Reserva (Tempranillo) 2018,4.1,2403,11.95,España,Rioja
13930,Matsu,2022,1136746,El Recio 2022,4.0,501,11.96,España,Toro
13931,Lafou,2019,2040817,El Sender 2019,3.9,640,11.98,España,Terra Alta
13932,Bodegas Valdemar,2016,15488,Conde de Valdemar Reserva 2016,3.9,363,11.99,España,Rioja
13933,Sangenís I Vaqué,2023,3495874,Garbinada 2023,3.6,403,11.99,España,Priorato
13934,Tianna Negre,2022,2543685,Km.1 Tinto 2022,3.5,208,11.99,España,Plà i Llevant
13935,Mas Oller,2023,1177915,Pur 2023,3.7,2452,11.99,España,Cataluña
13936,Solergibert,2019,1638099,Reserva Merlot 2019,3.6,130,11.99,España,Pla de Bages
13937,Juan Gil,2021,5282020,Jumilla Silver Label 2021,4.0,3489,11.99,España,Jumilla
13938,Domblasco,2016,3052036,Tinto 2016,3.7,59,12.0,España,Extremadura
13939,Bodegas Peñafiel,2021,8929613,Alma Serena Crianza 2021,4.1,26,12.0,España,Ribera del Duero
13940,Bodegas Valparaíso,2021,1187536,Crianza 2021,3.9,102,12.0,España,Ribera del Duero
13941,Familia Torres,2021,2651,Atrium Merlot 2021,3.8,159,12.0,España,Penedès
13942,Bodegas Cosme Palacio,2018,2328702,Glorioso Rioja Reserva 2018,4.0,666,12.0,España,Rioja
13943,Coca i Fitó,2019,1496156,Tocat de l'Ala Negre 2019,3.9,178,12.0,España,Empordà
13944,Jiménez-Landi,2021,6587498,El Corralon 2021,3.9,183,12.0,España,Méntrida
13945,Fabregas,2020,6411375,Familia Moristel 2020,3.6,25,12.0,España,Somontano
13946,Azul y Garanza,2019,2655286,Seis 2019,3.9,25,12.0,España,Navarra
13947,Clos Galena,2020,11077460,Moments del Montsant 2020,3.8,126,12.0,España,Montsant
13948,Hermanos Peciña,2018,1146401,Señorío de P. Peciña Crianza 2018,3.9,123,12.0,España,Rioja
13949,Bodegas Garcia de Lara,2021,12229018,Finca Villalobillos Tinto de la Pampana Blanca 2021,3.6,37,12.0,España,Castilla
13950,Yllera,2019,1136769,Vendimia Seleccionada 2019,4.0,377,11.95,España,Castilla y León
13951,Covila,2018,1322231,II Reserva 2018,4.1,91,11.95,España,Rioja
13952,Montecillo,2016,1100225,Reserva 2016,3.9,324,11.95,España,Rioja
13953,Bodegas Valdelana,2019,1173873,Familia Valdelana Reserva 2019,4.1,35,11.95,España,Rioja
13954,Ramón Bilbao,2018,77022,Rioja Reserva (Tempranillo) 2018,4.1,2403,11.95,España,Rioja
13955,Matsu,2022,1136746,El Recio 2022,4.0,501,11.96,España,Toro
13956,Lafou,2019,2040817,El Sender 2019,3.9,640,11.98,España,Terra Alta
13957,Bodegas Valdemar,2016,15488,Conde de Valdemar Reserva 2016,3.9,363,11.99,España,Rioja
13958,Sangenís I Vaqué,2023,3495874,Garbinada 2023,3.6,403,11.99,España,Priorato
13959,Tianna Negre,2022,2543685,Km.1 Tinto 2022,3.5,208,11.99,España,Plà i Llevant
13960,Mas Oller,2023,1177915,Pur 2023,3.7,2452,11.99,España,Cataluña
13961,Solergibert,2019,1638099,Reserva Merlot 2019,3.6,130,11.99,España,Pla de Bages
13962,Juan Gil,2021,5282020,Jumilla Silver Label 2021,4.0,3489,11.99,España,Jumilla
13963,Domblasco,2016,3052036,Tinto 2016,3.7,59,12.0,España,Extremadura
13964,Bodegas Valparaíso,2021,1187536,Crianza 2021,3.9,102,12.0,España,Ribera del Duero
13965,Bodegas Peñafiel,2021,8929613,Alma Serena Crianza 2021,4.1,26,12.0,España,Ribera del Duero
13966,Familia Torres,2021,2651,Atrium Merlot 2021,3.8,159,12.0,España,Penedès
13967,Bodegas Cosme Palacio,2018,2328702,Glorioso Rioja Reserva 2018,4.0,666,12.0,España,Rioja
13968,Coca i Fitó,2019,1496156,Tocat de l'Ala Negre 2019,3.9,178,12.0,España,Empordà
13969,Jiménez-Landi,2021,6587498,El Corralon 2021,3.9,183,12.0,España,Méntrida
13970,Fabregas,2020,6411375,Familia Moristel 2020,3.6,25,12.0,España,Somontano
13971,Azul y Garanza,2019,2655286,Seis 2019,3.9,25,12.0,España,Navarra
13972,Clos Galena,2020,11077460,Moments del Montsant 2020,3.8,126,12.0,España,Montsant
13973,Hermanos Peciña,2018,1146401,Señorío de P. Peciña Crianza 2018,3.9,123,12.0,España,Rioja
13974,Bodegas Garcia de Lara,2021,12229018,Finca Villalobillos Tinto de la Pampana Blanca 2021,3.6,37,12.0,España,Castilla
13975,Yllera,2019,1136769,Vendimia Seleccionada 2019,4.0,377,11.95,España,Castilla y León
13976,Covila,2018,1322231,II Reserva 2018,4.1,91,11.95,España,Rioja
13977,Bodegas Valdelana,2019,1173873,Familia Valdelana Reserva 2019,4.1,35,11.95,España,Rioja
13978,Montecillo,2016,1100225,Reserva 2016,3.9,324,11.95,España,Rioja
13979,Ramón Bilbao,2018,77022,Rioja Reserva (Tempranillo) 2018,4.1,2403,11.95,España,Rioja
13980,Matsu,2022,1136746,El Recio 2022,4.0,501,11.96,España,Toro
13981,Lafou,2019,2040817,El Sender 2019,3.9,640,11.98,España,Terra Alta
13982,Bodegas Valdemar,2016,15488,Conde de Valdemar Reserva 2016,3.9,363,11.99,España,Rioja
13983,Sangenís I Vaqué,2023,3495874,Garbinada 2023,3.6,403,11.99,España,Priorato
13984,Tianna Negre,2022,2543685,Km.1 Tinto 2022,3.5,208,11.99,España,Plà i Llevant
13985,Mas Oller,2023,1177915,Pur 2023,3.7,2452,11.99,España,Cataluña
13986,Solergibert,2019,1638099,Reserva Merlot 2019,3.6,130,11.99,España,Pla de Bages
13987,Juan Gil,2021,5282020,Jumilla Silver Label 2021,4.0,3489,11.99,España,Jumilla
13988,Domblasco,2016,3052036,Tinto 2016,3.7,59,12.0,España,Extremadura
13989,Bodegas Peñafiel,2021,8929613,Alma Serena Crianza 2021,4.1,26,12.0,España,Ribera del Duero
13990,Bodegas Valparaíso,2021,1187536,Crianza 2021,3.9,102,12.0,España,Ribera del Duero
13991,Familia Torres,2021,2651,Atrium Merlot 2021,3.8,159,12.0,España,Penedès
13992,Bodegas Cosme Palacio,2018,2328702,Glorioso Rioja Reserva 2018,4.0,666,12.0,España,Rioja
13993,Jiménez-Landi,2021,6587498,El Corralon 2021,3.9,183,12.0,España,Méntrida
13994,Coca i Fitó,2019,1496156,Tocat de l'Ala Negre 2019,3.9,178,12.0,España,Empordà
13995,Fabregas,2020,6411375,Familia Moristel 2020,3.6,25,12.0,España,Somontano
13996,Azul y Garanza,2019,2655286,Seis 2019,3.9,25,12.0,España,Navarra
13997,Clos Galena,2020,11077460,Moments del Montsant 2020,3.8,126,12.0,España,Montsant
13998,Hermanos Peciña,2018,1146401,Señorío de P. Peciña Crianza 2018,3.9,123,12.0,España,Rioja
13999,Bodegas Garcia de Lara,2021,12229018,Finca Villalobillos Tinto de la Pampana Blanca 2021,3.6,37,12.0,España,Castilla
14000,Yllera,2019,1136769,Vendimia Seleccionada 2019,4.0,377,11.95,España,Castilla y León
14001,Covila,2018,1322231,II Reserva 2018,4.1,91,11.95,España,Rioja
14002,Bodegas Valdelana,2019,1173873,Familia Valdelana Reserva 2019,4.1,35,11.95,España,Rioja
14003,Montecillo,2016,1100225,Reserva 2016,3.9,324,11.95,España,Rioja
14004,Ramón Bilbao,2018,77022,Rioja Reserva (Tempranillo) 2018,4.1,2403,11.95,España,Rioja
14005,Matsu,2022,1136746,El Recio 2022,4.0,501,11.96,España,Toro
14006,Lafou,2019,2040817,El Sender 2019,3.9,640,11.98,España,Terra Alta
14007,Bodegas Valdemar,2016,15488,Conde de Valdemar Reserva 2016,3.9,363,11.99,España,Rioja
14008,Sangenís I Vaqué,2023,3495874,Garbinada 2023,3.6,403,11.99,España,Priorato
14009,Tianna Negre,2022,2543685,Km.1 Tinto 2022,3.5,208,11.99,España,Plà i Llevant
14010,Mas Oller,2023,1177915,Pur 2023,3.7,2452,11.99,España,Cataluña
14011,Solergibert,2019,1638099,Reserva Merlot 2019,3.6,130,11.99,España,Pla de Bages
14012,Juan Gil,2021,5282020,Jumilla Silver Label 2021,4.0,3489,11.99,España,Jumilla
14013,Domblasco,2016,3052036,Tinto 2016,3.7,59,12.0,España,Extremadura
14014,Bodegas Valparaíso,2021,1187536,Crianza 2021,3.9,102,12.0,España,Ribera del Duero
14015,Bodegas Peñafiel,2021,8929613,Alma Serena Crianza 2021,4.1,26,12.0,España,Ribera del Duero
14016,Familia Torres,2021,2651,Atrium Merlot 2021,3.8,159,12.0,España,Penedès
14017,Bodegas Cosme Palacio,2018,2328702,Glorioso Rioja Reserva 2018,4.0,666,12.0,España,Rioja
14018,Coca i Fitó,2019,1496156,Tocat de l'Ala Negre 2019,3.9,178,12.0,España,Empordà
14019,Jiménez-Landi,2021,6587498,El Corralon 2021,3.9,183,12.0,España,Méntrida
14020,Fabregas,2020,6411375,Familia Moristel 2020,3.6,25,12.0,España,Somontano
14021,Azul y Garanza,2019,2655286,Seis 2019,3.9,25,12.0,España,Navarra
14022,Clos Galena,2020,11077460,Moments del Montsant 2020,3.8,126,12.0,España,Montsant
14023,Hermanos Peciña,2018,1146401,Señorío de P. Peciña Crianza 2018,3.9,123,12.0,España,Rioja
14024,Bodegas Garcia de Lara,2021,12229018,Finca Villalobillos Tinto de la Pampana Blanca 2021,3.6,37,12.0,España,Castilla
14025,Yllera,2019,1136769,Vendimia Seleccionada 2019,4.0,377,11.95,España,Castilla y León
14026,Covila,2018,1322231,II Reserva 2018,4.1,91,11.95,España,Rioja
14027,Montecillo,2016,1100225,Reserva 2016,3.9,324,11.95,España,Rioja
14028,Bodegas Valdelana,2019,1173873,Familia Valdelana Reserva 2019,4.1,35,11.95,España,Rioja
14029,Ramón Bilbao,2018,77022,Rioja Reserva (Tempranillo) 2018,4.1,2403,11.95,España,Rioja
14030,Matsu,2022,1136746,El Recio 2022,4.0,501,11.96,España,Toro
14031,Lafou,2019,2040817,El Sender 2019,3.9,640,11.98,España,Terra Alta
14032,Bodegas Valdemar,2016,15488,Conde de Valdemar Reserva 2016,3.9,363,11.99,España,Rioja
14033,Sangenís I Vaqué,2023,3495874,Garbinada 2023,3.6,403,11.99,España,Priorato
14034,Tianna Negre,2022,2543685,Km.1 Tinto 2022,3.5,208,11.99,España,Plà i Llevant
14035,Mas Oller,2023,1177915,Pur 2023,3.7,2452,11.99,España,Cataluña
14036,Solergibert,2019,1638099,Reserva Merlot 2019,3.6,130,11.99,España,Pla de Bages
14037,Juan Gil,2021,5282020,Jumilla Silver Label 2021,4.0,3489,11.99,España,Jumilla
14038,Domblasco,2016,3052036,Tinto 2016,3.7,59,12.0,España,Extremadura
14039,Bodegas Peñafiel,2021,8929613,Alma Serena Crianza 2021,4.1,26,12.0,España,Ribera del Duero
14040,Bodegas Valparaíso,2021,1187536,Crianza 2021,3.9,102,12.0,España,Ribera del Duero
14041,Familia Torres,2021,2651,Atrium Merlot 2021,3.8,159,12.0,España,Penedès
14042,Bodegas Cosme Palacio,2018,2328702,Glorioso Rioja Reserva 2018,4.0,666,12.0,España,Rioja
14043,Jiménez-Landi,2021,6587498,El Corralon 2021,3.9,183,12.0,España,Méntrida
14044,Coca i Fitó,2019,1496156,Tocat de l'Ala Negre 2019,3.9,178,12.0,España,Empordà
14045,Fabregas,2020,6411375,Familia Moristel 2020,3.6,25,12.0,España,Somontano
14046,Azul y Garanza,2019,2655286,Seis 2019,3.9,25,12.0,España,Navarra
